Zipcode,ZipCodeType,City,State
95490,STANDARD,WILLITS,CA
95573,STANDARD,WILLOW CREEK,CA
95492,STANDARD,WINDSOR,CA
94973,PO BOX,WOODACRE,CA
95494,STANDARD,YORKVILLE,CA
95595,STANDARD,ZENIA,CA
94501,STANDARD,ALAMEDA,CA
94502,STANDARD,ALAMEDA,CA
94507,STANDARD,ALAMO,CA
95002,PO BOX,ALVISO,CA
94508,STANDARD,ANGWIN,CA
94576,STANDARD,DEER PARK,CA
94509,STANDARD,ANTIOCH,CA
94531,STANDARD,ANTIOCH,CA
95001,PO BOX,APTOS,CA
95003,STANDARD,APTOS,CA
95004,STANDARD,AROMAS,CA
94510,STANDARD,BENICIA,CA
95005,STANDARD,BEN LOMOND,CA
94701,PO BOX,BERKELEY,CA
94702,STANDARD,BERKELEY,CA
94703,STANDARD,BERKELEY,CA
94704,STANDARD,BERKELEY,CA
94705,STANDARD,BERKELEY,CA
94706,STANDARD,ALBANY,CA
94707,STANDARD,BERKELEY,CA
94708,STANDARD,BERKELEY,CA
94709,STANDARD,BERKELEY,CA
94710,STANDARD,BERKELEY,CA
94712,PO BOX,BERKELEY,CA
94720,UNIQUE,BERKELEY,CA
94511,PO BOX,BETHEL ISLAND,CA
93920,STANDARD,BIG SUR,CA
94512,STANDARD,BIRDS LANDING,CA
95006,STANDARD,BOULDER CREEK,CA
94513,STANDARD,BRENTWOOD,CA
95007,PO BOX,BROOKDALE,CA
94505,STANDARD,DISCOVERY BAY,CA
94514,STANDARD,BYRON,CA
94515,STANDARD,CALISTOGA,CA
95008,STANDARD,CAMPBELL,CA
95009,PO BOX,CAMPBELL,CA
95011,PO BOX,CAMPBELL,CA
94516,PO BOX,CANYON,CA
95010,STANDARD,CAPITOLA,CA
93921,PO BOX,CARMEL BY THE SEA,CA
93922,PO BOX,CARMEL,CA
93923,STANDARD,CARMEL,CA
93924,STANDARD,CARMEL VALLEY,CA
95012,STANDARD,CASTROVILLE,CA
93925,STANDARD,CHUALAR,CA
94517,STANDARD,CLAYTON,CA
94518,STANDARD,CONCORD,CA
94519,STANDARD,CONCORD,CA
94520,STANDARD,CONCORD,CA
94521,STANDARD,CONCORD,CA
94522,PO BOX,CONCORD,CA
94523,STANDARD,PLEASANT HILL,CA
94524,PO BOX,CONCORD,CA
94527,PO BOX,CONCORD,CA
94529,UNIQUE,CONCORD,CA
94525,STANDARD,CROCKETT,CA
95014,STANDARD,CUPERTINO,CA
95015,PO BOX,CUPERTINO,CA
94506,STANDARD,DANVILLE,CA
94526,STANDARD,DANVILLE,CA
95017,STANDARD,DAVENPORT,CA
94528,PO BOX,DIABLO,CA
94530,STANDARD,EL CERRITO,CA
94533,STANDARD,FAIRFIELD,CA
94534,STANDARD,FAIRFIELD,CA
94535,STANDARD,TRAVIS AFB,CA
95018,STANDARD,FELTON,CA
95019,STANDARD,FREEDOM,CA
94536,STANDARD,FREMONT,CA
94537,PO BOX,FREMONT,CA
94538,STANDARD,FREMONT,CA
94539,STANDARD,FREMONT,CA
94555,STANDARD,FREMONT,CA
95020,STANDARD,GILROY,CA
95021,PO BOX,GILROY,CA
93926,STANDARD,GONZALES,CA
93927,STANDARD,GREENFIELD,CA
94540,PO BOX,HAYWARD,CA
94541,STANDARD,HAYWARD,CA
94542,STANDARD,HAYWARD,CA
94543,PO BOX,HAYWARD,CA
94544,STANDARD,HAYWARD,CA
94545,STANDARD,HAYWARD,CA
94546,STANDARD,CASTRO VALLEY,CA
94552,STANDARD,CASTRO VALLEY,CA
94557,PO BOX,HAYWARD,CA
95023,STANDARD,HOLLISTER,CA
95024,PO BOX,HOLLISTER,CA
93928,PO BOX,JOLON,CA
93930,STANDARD,KING CITY,CA
94548,PO BOX,KNIGHTSEN,CA
94549,STANDARD,LAFAYETTE,CA
94550,STANDARD,LIVERMORE,CA
94551,STANDARD,LIVERMORE,CA
93932,PO BOX,LOCKWOOD,CA
95030,STANDARD,LOS GATOS,CA
95031,PO BOX,LOS GATOS,CA
95032,STANDARD,LOS GATOS,CA
95033,STANDARD,LOS GATOS,CA
93933,STANDARD,MARINA,CA
94553,STANDARD,MARTINEZ,CA
95035,STANDARD,MILPITAS,CA
95036,PO BOX,MILPITAS,CA
93940,STANDARD,MONTEREY,CA
93942,PO BOX,MONTEREY,CA
93943,STANDARD,MONTEREY,CA
93944,PO BOX,MONTEREY,CA
94556,STANDARD,MORAGA,CA
94570,PO BOX,MORAGA,CA
94575,PO BOX,MORAGA,CA
95037,STANDARD,MORGAN HILL,CA
95038,PO BOX,MORGAN HILL,CA
95039,STANDARD,MOSS LANDING,CA
95041,PO BOX,MOUNT HERMON,CA
94558,STANDARD,NAPA,CA
94559,STANDARD,NAPA,CA
94581,PO BOX,NAPA,CA
95042,PO BOX,NEW ALMADEN,CA
94560,STANDARD,NEWARK,CA
94601,STANDARD,OAKLAND,CA
94602,STANDARD,OAKLAND,CA
94603,STANDARD,OAKLAND,CA
94604,PO BOX,OAKLAND,CA
94605,STANDARD,OAKLAND,CA
94606,STANDARD,OAKLAND,CA
94607,STANDARD,OAKLAND,CA
94608,STANDARD,EMERYVILLE,CA
94609,STANDARD,OAKLAND,CA
94610,STANDARD,OAKLAND,CA
94611,STANDARD,OAKLAND,CA
94612,STANDARD,OAKLAND,CA
94613,PO BOX,OAKLAND,CA
94614,PO BOX,OAKLAND,CA
94615,STANDARD,OAKLAND,CA
94617,STANDARD,OAKLAND,CA
94618,STANDARD,OAKLAND,CA
94619,STANDARD,OAKLAND,CA
94620,PO BOX,PIEDMONT,CA
94621,STANDARD,OAKLAND,CA
94622,UNIQUE,OAKLAND,CA
94623,PO BOX,OAKLAND,CA
94624,PO BOX,OAKLAND,CA
94649,UNIQUE,OAKLAND,CA
94659,UNIQUE,OAKLAND,CA
94660,UNIQUE,OAKLAND,CA
94661,PO BOX,OAKLAND,CA
94662,PO BOX,EMERYVILLE,CA
94666,UNIQUE,OAKLAND,CA
94561,STANDARD,OAKLEY,CA
94562,PO BOX,OAKVILLE,CA
94563,STANDARD,ORINDA,CA
93950,STANDARD,PACIFIC GROVE,CA
95043,STANDARD,PAICINES,CA
93953,STANDARD,PEBBLE BEACH,CA
94564,STANDARD,PINOLE,CA
94565,STANDARD,PITTSBURG,CA
94566,STANDARD,PLEASANTON,CA
94568,STANDARD,DUBLIN,CA
94588,STANDARD,PLEASANTON,CA
94567,STANDARD,POPE VALLEY,CA
94569,PO BOX,PORT COSTA,CA
95026,PO BOX,HOLY CITY,CA
95044,PO BOX,REDWOOD ESTATES,CA
94801,STANDARD,RICHMOND,CA
94802,PO BOX,RICHMOND,CA
94803,STANDARD,EL SOBRANTE,CA
94804,STANDARD,RICHMOND,CA
94805,STANDARD,RICHMOND,CA
94806,STANDARD,SAN PABLO,CA
94807,PO BOX,RICHMOND,CA
94808,PO BOX,RICHMOND,CA
94820,PO BOX,EL SOBRANTE,CA
94850,STANDARD,RICHMOND,CA
94571,STANDARD,RIO VISTA,CA
94547,STANDARD,HERCULES,CA
94572,STANDARD,RODEO,CA
94573,PO BOX,RUTHERFORD,CA
94574,STANDARD,SAINT HELENA,CA
93901,STANDARD,SALINAS,CA
93902,PO BOX,SALINAS,CA
93905,STANDARD,SALINAS,CA
93906,STANDARD,SALINAS,CA
93907,STANDARD,SALINAS,CA
93908,STANDARD,SALINAS,CA
93912,PO BOX,SALINAS,CA
93915,PO BOX,SALINAS,CA
93962,PO BOX,SPRECKELS,CA
95013,PO BOX,COYOTE,CA
95101,STANDARD,SAN JOSE,CA
95103,PO BOX,SAN JOSE,CA
95106,PO BOX,SAN JOSE,CA
95108,PO BOX,SAN JOSE,CA
95109,PO BOX,SAN JOSE,CA
95110,STANDARD,SAN JOSE,CA
95111,STANDARD,SAN JOSE,CA
95112,STANDARD,SAN JOSE,CA
95113,STANDARD,SAN JOSE,CA
95115,PO BOX,SAN JOSE,CA
95116,STANDARD,SAN JOSE,CA
95117,STANDARD,SAN JOSE,CA
95118,STANDARD,SAN JOSE,CA
95119,STANDARD,SAN JOSE,CA
95120,STANDARD,SAN JOSE,CA
95121,STANDARD,SAN JOSE,CA
95122,STANDARD,SAN JOSE,CA
95123,STANDARD,SAN JOSE,CA
95124,STANDARD,SAN JOSE,CA
95125,STANDARD,SAN JOSE,CA
95126,STANDARD,SAN JOSE,CA
95127,STANDARD,SAN JOSE,CA
95128,STANDARD,SAN JOSE,CA
95129,STANDARD,SAN JOSE,CA
95130,STANDARD,SAN JOSE,CA
95131,STANDARD,SAN JOSE,CA
95132,STANDARD,SAN JOSE,CA
95133,STANDARD,SAN JOSE,CA
95134,STANDARD,SAN JOSE,CA
95135,STANDARD,SAN JOSE,CA
95136,STANDARD,SAN JOSE,CA
95138,STANDARD,SAN JOSE,CA
95139,STANDARD,SAN JOSE,CA
95140,STANDARD,MOUNT HAMILTON,CA
95141,STANDARD,SAN JOSE,CA
95148,STANDARD,SAN JOSE,CA
95150,PO BOX,SAN JOSE,CA
95151,PO BOX,SAN JOSE,CA
95152,PO BOX,SAN JOSE,CA
95153,PO BOX,SAN JOSE,CA
95154,PO BOX,SAN JOSE,CA
95155,PO BOX,SAN JOSE,CA
95156,PO BOX,SAN JOSE,CA
95157,PO BOX,SAN JOSE,CA
95158,PO BOX,SAN JOSE,CA
95159,PO BOX,SAN JOSE,CA
95160,PO BOX,SAN JOSE,CA
95161,PO BOX,SAN JOSE,CA
95164,PO BOX,SAN JOSE,CA
95170,PO BOX,SAN JOSE,CA
95172,PO BOX,SAN JOSE,CA
95173,PO BOX,SAN JOSE,CA
95190,UNIQUE,SAN JOSE,CA
95191,UNIQUE,SAN JOSE,CA
95192,UNIQUE,SAN JOSE,CA
95193,UNIQUE,SAN JOSE,CA
95194,UNIQUE,SAN JOSE,CA
95196,UNIQUE,SAN JOSE,CA
95045,STANDARD,SAN JUAN BAUTISTA,CA
94577,STANDARD,SAN LEANDRO,CA
94578,STANDARD,SAN LEANDRO,CA
94579,STANDARD,SAN LEANDRO,CA
94580,STANDARD,SAN LORENZO,CA
93954,PO BOX,SAN LUCAS,CA
95046,STANDARD,SAN MARTIN,CA
94582,STANDARD,SAN RAMON,CA
94583,STANDARD,SAN RAMON,CA
95050,STANDARD,SANTA CLARA,CA
95051,STANDARD,SANTA CLARA,CA
95052,PO BOX,SANTA CLARA,CA
95053,UNIQUE,SANTA CLARA,CA
95054,STANDARD,SANTA CLARA,CA
95055,PO BOX,SANTA CLARA,CA
95056,PO BOX,SANTA CLARA,CA
95060,STANDARD,SANTA CRUZ,CA
95061,PO BOX,SANTA CRUZ,CA
95062,STANDARD,SANTA CRUZ,CA
95063,PO BOX,SANTA CRUZ,CA
95064,STANDARD,SANTA CRUZ,CA
95065,STANDARD,SANTA CRUZ,CA
95066,STANDARD,SCOTTS VALLEY,CA
95067,PO BOX,SCOTTS VALLEY,CA
95070,STANDARD,SARATOGA,CA
95071,PO BOX,SARATOGA,CA
93955,STANDARD,SEASIDE,CA
93960,STANDARD,SOLEDAD,CA
95073,STANDARD,SOQUEL,CA
94585,STANDARD,SUISUN CITY,CA
94586,STANDARD,SUNOL,CA
95075,STANDARD,TRES PINOS,CA
94587,STANDARD,UNION CITY,CA
94503,STANDARD,AMERICAN CANYON,CA
94589,STANDARD,VALLEJO,CA
94590,STANDARD,VALLEJO,CA
94591,STANDARD,VALLEJO,CA
94592,STANDARD,VALLEJO,CA
94595,STANDARD,WALNUT CREEK,CA
94596,STANDARD,WALNUT CREEK,CA
94597,STANDARD,WALNUT CREEK,CA
94598,STANDARD,WALNUT CREEK,CA
95076,STANDARD,WATSONVILLE,CA
95077,PO BOX,WATSONVILLE,CA
94599,STANDARD,YOUNTVILLE,CA
95220,STANDARD,ACAMPO,CA
96006,STANDARD,ADIN,CA
93601,STANDARD,AHWAHNEE,CA
95910,STANDARD,ALLEGHANY,CA
95701,PO BOX,ALTA,CA
95715,PO BOX,EMIGRANT GAP,CA
95601,PO BOX,AMADOR CITY,CA
96007,STANDARD,ANDERSON,CA
95221,PO BOX,ALTAVILLE,CA
95222,STANDARD,ANGELS CAMP,CA
95703,STANDARD,APPLEGATE,CA
95912,STANDARD,ARBUCKLE,CA
95223,STANDARD,ARNOLD,CA
95913,PO BOX,ARTOIS,CA
95301,STANDARD,ATWATER,CA
93602,STANDARD,AUBERRY,CA
95602,STANDARD,AUBURN,CA
95603,STANDARD,AUBURN,CA
95604,PO BOX,AUBURN,CA
95224,PO BOX,AVERY,CA
95303,STANDARD,BALLICO,CA
95914,STANDARD,BANGOR,CA
93604,STANDARD,BASS LAKE,CA
93669,STANDARD,WISHON,CA
96008,STANDARD,BELLA VISTA,CA
95916,STANDARD,BERRY CREEK,CA
96009,PO BOX,BIEBER,CA
96010,STANDARD,BIG BAR,CA
96011,PO BOX,BIG BEND,CA
93605,PO BOX,BIG CREEK,CA
95917,STANDARD,BIGGS,CA
95305,PO BOX,BIG OAK FLAT,CA
93606,PO BOX,BIOLA,CA
95606,STANDARD,BROOKS,CA
95918,STANDARD,BROWNS VALLEY,CA
95919,STANDARD,BROWNSVILLE,CA
96013,STANDARD,BURNEY,CA
95225,PO BOX,BURSON,CA
95920,STANDARD,BUTTE CITY,CA
96014,STANDARD,CALLAHAN,CA
95709,STANDARD,CAMINO,CA
95922,STANDARD,CAMPTONVILLE,CA
96015,STANDARD,CANBY,CA
93608,STANDARD,CANTUA CREEK,CA
95923,STANDARD,CANYON DAM,CA
95608,STANDARD,CARMICHAEL,CA
95609,PO BOX,CARMICHAEL,CA
93609,STANDARD,CARUTHERS,CA
96016,STANDARD,CASSEL,CA
96017,STANDARD,CASTELLA,CA
95306,STANDARD,CATHEYS VALLEY,CA
95924,PO BOX,CEDAR RIDGE,CA
96019,STANDARD,SHASTA LAKE,CA
96079,PO BOX,SHASTA LAKE,CA
96089,PO BOX,SHASTA LAKE,CA
95307,STANDARD,CERES,CA
95925,STANDARD,CHALLENGE,CA
96020,STANDARD,CHESTER,CA
95712,PO BOX,CHICAGO PARK,CA
95926,STANDARD,CHICO,CA
95927,PO BOX,CHICO,CA
95928,STANDARD,CHICO,CA
95929,UNIQUE,CHICO,CA
95973,STANDARD,CHICO,CA
95976,UNIQUE,CHICO,CA
95309,PO BOX,CHINESE CAMP,CA
93610,STANDARD,CHOWCHILLA,CA
95610,STANDARD,CITRUS HEIGHTS,CA
95611,PO BOX,CITRUS HEIGHTS,CA
95621,STANDARD,CITRUS HEIGHTS,CA
95612,STANDARD,CLARKSBURG,CA
95227,PO BOX,CLEMENTS,CA
95930,STANDARD,CLIPPER MILLS,CA
95981,STANDARD,STRAWBERRY VALLEY,CA
93611,STANDARD,CLOVIS,CA
93612,STANDARD,CLOVIS,CA
93613,PO BOX,CLOVIS,CA
93619,STANDARD,CLOVIS,CA
93614,STANDARD,COARSEGOLD,CA
95713,STANDARD,COLFAX,CA
95613,PO BOX,COLOMA,CA
95310,STANDARD,COLUMBIA,CA
95932,STANDARD,COLUSA,CA
95614,STANDARD,COOL,CA
95228,STANDARD,COPPEROPOLIS,CA
96021,STANDARD,CORNING,CA
96029,STANDARD,FLOURNOY,CA
96022,STANDARD,COTTONWOOD,CA
95311,STANDARD,COULTERVILLE,CA
95615,STANDARD,COURTLAND,CA
95934,STANDARD,CRESCENT MILLS,CA
95312,PO BOX,CRESSEY,CA
95313,STANDARD,CROWS LANDING,CA
93615,STANDARD,CUTLER,CA
95616,STANDARD,DAVIS,CA
95617,PO BOX,DAVIS,CA
95618,STANDARD,DAVIS,CA
95315,STANDARD,DELHI,CA
93616,STANDARD,DEL REY,CA
95316,STANDARD,DENAIR,CA
95619,STANDARD,DIAMOND SPRINGS,CA
93618,STANDARD,DINUBA,CA
95620,STANDARD,DIXON,CA
95935,STANDARD,DOBBINS,CA
96023,STANDARD,DORRIS,CA
93620,STANDARD,DOS PALOS,CA
96024,STANDARD,DOUGLAS CITY,CA
95936,PO BOX,DOWNIEVILLE,CA
93621,STANDARD,DUNLAP,CA
95937,PO BOX,DUNNIGAN,CA
96025,STANDARD,DUNSMUIR,CA
95938,STANDARD,DURHAM,CA
95958,PO BOX,NELSON,CA
95714,PO BOX,DUTCH FLAT,CA
95623,STANDARD,EL DORADO,CA
95939,STANDARD,ELK CREEK,CA
95624,STANDARD,ELK GROVE,CA
95757,STANDARD,ELK GROVE,CA
95758,STANDARD,ELK GROVE,CA
95759,PO BOX,ELK GROVE,CA
95625,PO BOX,ELMIRA,CA
95317,STANDARD,EL NIDO,CA
95318,PO BOX,EL PORTAL,CA
95626,STANDARD,ELVERTA,CA
95319,PO BOX,EMPIRE,CA
95320,STANDARD,ESCALON,CA
95607,STANDARD,CAPAY,CA
95627,STANDARD,ESPARTO,CA
96027,STANDARD,ETNA,CA
95628,STANDARD,FAIR OAKS,CA
96028,STANDARD,FALL RIVER MILLS,CA
95230,STANDARD,FARMINGTON,CA
95629,STANDARD,FIDDLETOWN,CA
93622,STANDARD,FIREBAUGH,CA
93623,STANDARD,FISH CAMP,CA
93624,PO BOX,FIVE POINTS,CA
95630,STANDARD,FOLSOM,CA
95671,UNIQUE,REPRESA,CA
95762,STANDARD,EL DORADO HILLS,CA
95763,PO BOX,FOLSOM,CA
95941,STANDARD,FORBESTOWN,CA
95631,STANDARD,FORESTHILL,CA
95942,STANDARD,FOREST RANCH,CA
96031,STANDARD,FORKS OF SALMON,CA
96032,STANDARD,FORT JONES,CA
93625,STANDARD,FOWLER,CA
95231,STANDARD,FRENCH CAMP,CA
96033,STANDARD,FRENCH GULCH,CA
93650,STANDARD,FRESNO,CA
93701,STANDARD,FRESNO,CA
93702,STANDARD,FRESNO,CA
93703,STANDARD,FRESNO,CA
93704,STANDARD,FRESNO,CA
93705,STANDARD,FRESNO,CA
93706,STANDARD,FRESNO,CA
93707,PO BOX,FRESNO,CA
93708,PO BOX,FRESNO,CA
93709,PO BOX,FRESNO,CA
93710,STANDARD,FRESNO,CA
93711,STANDARD,FRESNO,CA
93712,PO BOX,FRESNO,CA
93714,PO BOX,FRESNO,CA
93715,PO BOX,FRESNO,CA
93716,PO BOX,FRESNO,CA
93717,PO BOX,FRESNO,CA
93718,PO BOX,FRESNO,CA
93720,STANDARD,FRESNO,CA
93721,STANDARD,FRESNO,CA
93722,STANDARD,FRESNO,CA
93723,STANDARD,FRESNO,CA
93724,UNIQUE,FRESNO,CA
93725,STANDARD,FRESNO,CA
93726,STANDARD,FRESNO,CA
93727,STANDARD,FRESNO,CA
93728,STANDARD,FRESNO,CA
93729,PO BOX,FRESNO,CA
93730,STANDARD,FRESNO,CA
93737,STANDARD,FRESNO,CA
93740,UNIQUE,FRESNO,CA
93741,UNIQUE,FRESNO,CA
93744,PO BOX,FRESNO,CA
93745,PO BOX,FRESNO,CA
93747,PO BOX,FRESNO,CA
93750,UNIQUE,FRESNO,CA
93755,PO BOX,FRESNO,CA
93760,UNIQUE,FRESNO,CA
93761,UNIQUE,FRESNO,CA
93764,UNIQUE,FRESNO,CA
93765,UNIQUE,FRESNO,CA
93771,PO BOX,FRESNO,CA
93772,PO BOX,FRESNO,CA
93773,PO BOX,FRESNO,CA
93774,PO BOX,FRESNO,CA
93775,PO BOX,FRESNO,CA
93776,PO BOX,FRESNO,CA
93777,PO BOX,FRESNO,CA
93778,PO BOX,FRESNO,CA
93779,PO BOX,FRESNO,CA
93786,UNIQUE,FRESNO,CA
93790,PO BOX,FRESNO,CA
93791,PO BOX,FRESNO,CA
93792,PO BOX,FRESNO,CA
93793,PO BOX,FRESNO,CA
93794,PO BOX,FRESNO,CA
93844,UNIQUE,FRESNO,CA
93888,UNIQUE,FRESNO,CA
93626,STANDARD,FRIANT,CA
95632,STANDARD,GALT,CA
95633,STANDARD,GARDEN VALLEY,CA
96034,STANDARD,GAZELLE,CA
95634,STANDARD,GEORGETOWN,CA
96035,STANDARD,GERBER,CA
95232,STANDARD,GLENCOE,CA
95943,STANDARD,GLENN,CA
95717,PO BOX,GOLD RUN,CA
95944,PO BOX,GOODYEARS BAR,CA
95945,STANDARD,GRASS VALLEY,CA
95949,STANDARD,GRASS VALLEY,CA
96037,PO BOX,GREENVIEW,CA
95947,STANDARD,GREENVILLE,CA
95635,STANDARD,GREENWOOD,CA
96038,STANDARD,GRENADA,CA
95948,STANDARD,GRIDLEY,CA
95950,PO BOX,GRIMES,CA
95636,STANDARD,GRIZZLY FLATS,CA
95321,STANDARD,GROVELAND,CA
95637,STANDARD,GUINDA,CA
95679,PO BOX,RUMSEY,CA
95322,STANDARD,GUSTINE,CA
95951,PO BOX,HAMILTON CITY,CA
96039,STANDARD,HAPPY CAMP,CA
96040,STANDARD,HAT CREEK,CA
95233,PO BOX,HATHAWAY PINES,CA
96041,STANDARD,HAYFORK,CA
93627,PO BOX,HELM,CA
95638,STANDARD,HERALD,CA
95323,STANDARD,HICKMAN,CA
95324,STANDARD,HILMAR,CA
95234,PO BOX,HOLT,CA
95639,PO BOX,HOOD,CA
96044,STANDARD,HORNBROOK,CA
95325,STANDARD,HORNITOS,CA
95326,STANDARD,HUGHSON,CA
96046,PO BOX,HYAMPOM,CA
96047,STANDARD,IGO,CA
95640,STANDARD,IONE,CA
95641,STANDARD,ISLETON,CA
95642,STANDARD,JACKSON,CA
95654,PO BOX,MARTELL,CA
95327,STANDARD,JAMESTOWN,CA
96048,STANDARD,JUNCTION CITY,CA
93630,STANDARD,KERMAN,CA
95328,STANDARD,KEYES,CA
93631,STANDARD,KINGSBURG,CA
96050,STANDARD,KLAMATH RIVER,CA
95645,STANDARD,KNIGHTS LANDING,CA
95720,STANDARD,KYBURZ,CA
95329,STANDARD,LA GRANGE,CA
96051,STANDARD,LAKEHEAD,CA
96070,PO BOX,OBRIEN,CA
95330,STANDARD,LATHROP,CA
95333,STANDARD,LE GRAND,CA
96052,STANDARD,LEWISTON,CA
95648,STANDARD,LINCOLN,CA
95236,STANDARD,LINDEN,CA
95953,STANDARD,LIVE OAK,CA
95334,STANDARD,LIVINGSTON,CA
95237,STANDARD,LOCKEFORD,CA
95240,STANDARD,LODI,CA
95241,PO BOX,LODI,CA
95242,STANDARD,LODI,CA
95335,STANDARD,LONG BARN,CA
96054,PO BOX,LOOKOUT,CA
95650,STANDARD,LOOMIS,CA
93635,STANDARD,LOS BANOS,CA
96055,STANDARD,LOS MOLINOS,CA
95651,STANDARD,LOTUS,CA
96056,STANDARD,MCARTHUR,CA
96057,STANDARD,MCCLOUD,CA
96058,STANDARD,MACDOEL,CA
93636,STANDARD,MADERA,CA
93637,STANDARD,MADERA,CA
93638,STANDARD,MADERA,CA
93639,PO BOX,MADERA,CA
95653,PO BOX,MADISON,CA
95954,STANDARD,MAGALIA,CA
95336,STANDARD,MANTECA,CA
95337,STANDARD,MANTECA,CA
96059,STANDARD,MANTON,CA
95338,STANDARD,MARIPOSA,CA
95901,STANDARD,MARYSVILLE,CA
95903,STANDARD,BEALE AFB,CA
95955,PO BOX,MAXWELL,CA
95956,PO BOX,MEADOW VALLEY,CA
95722,STANDARD,MEADOW VISTA,CA
93640,STANDARD,MENDOTA,CA
95340,STANDARD,MERCED,CA
95341,STANDARD,MERCED,CA
95343,STANDARD,MERCED,CA
95344,PO BOX,MERCED,CA
95348,STANDARD,MERCED,CA
95957,STANDARD,MERIDIAN,CA
95345,STANDARD,MIDPINES,CA
96062,STANDARD,MILLVILLE,CA
96061,STANDARD,MILL CREEK,CA
96063,PO BOX,MINERAL,CA
93603,STANDARD,BADGER,CA
93628,STANDARD,HUME,CA
93633,PO BOX,KINGS CANYON NATIONAL PK,CA
93641,STANDARD,MIRAMONTE,CA
95346,STANDARD,MI WUK VILLAGE,CA
95347,PO BOX,MOCCASIN,CA
95350,STANDARD,MODESTO,CA
95351,STANDARD,MODESTO,CA
95352,PO BOX,MODESTO,CA
95353,PO BOX,MODESTO,CA
95354,STANDARD,MODESTO,CA
95355,STANDARD,MODESTO,CA
95356,STANDARD,MODESTO,CA
95357,STANDARD,MODESTO,CA
95358,STANDARD,MODESTO,CA
95397,UNIQUE,MODESTO,CA
95245,STANDARD,MOKELUMNE HILL,CA
96064,STANDARD,MONTAGUE,CA
96065,STANDARD,MONTGOMERY CREEK,CA
95246,STANDARD,MOUNTAIN RANCH,CA
96067,STANDARD,MOUNT SHASTA,CA
95656,PO BOX,MOUNT AUKUM,CA
95675,PO BOX,RIVER PINES,CA
95229,PO BOX,DOUGLAS FLAT,CA
95247,STANDARD,MURPHYS,CA
95959,STANDARD,NEVADA CITY,CA
95658,STANDARD,NEWCASTLE,CA
95360,STANDARD,NEWMAN,CA
95659,STANDARD,NICOLAUS,CA
93643,STANDARD,NORTH FORK,CA
95652,STANDARD,MCCLELLAN,CA
95660,STANDARD,NORTH HIGHLANDS,CA
95960,STANDARD,NORTH SAN JUAN,CA
96068,PO BOX,NUBIEBER,CA
95361,STANDARD,OAKDALE,CA
93644,STANDARD,OAKHURST,CA
96069,STANDARD,OAK RUN,CA
96071,STANDARD,OLD STATION,CA
95961,STANDARD,OLIVEHURST,CA
93645,STANDARD,O NEALS,CA
93646,STANDARD,ORANGE COVE,CA
93675,STANDARD,SQUAW VALLEY,CA
95662,STANDARD,ORANGEVALE,CA
95962,STANDARD,OREGON HOUSE,CA
95963,STANDARD,ORLAND,CA
93647,STANDARD,OROSI,CA
95915,PO BOX,BELDEN,CA
95940,PO BOX,FEATHER FALLS,CA
95965,STANDARD,OROVILLE,CA
95966,STANDARD,OROVILLE,CA
95980,PO BOX,STORRIE,CA
95968,STANDARD,PALERMO,CA
96073,STANDARD,PALO CEDRO,CA
95967,PO BOX,PARADISE,CA
95969,STANDARD,PARADISE,CA
93648,STANDARD,PARLIER,CA
96074,PO BOX,PASKENTA,CA
95363,STANDARD,PATTERSON,CA
95663,STANDARD,PENRYN,CA
93649,PO BOX,PIEDRA,CA
95664,STANDARD,PILOT HILL,CA
95364,STANDARD,PINECREST,CA
95375,PO BOX,STRAWBERRY,CA
95665,STANDARD,PINE GROVE,CA
95644,PO BOX,KIT CARSON,CA
95646,PO BOX,KIRKWOOD,CA
95666,STANDARD,PIONEER,CA
95667,STANDARD,PLACERVILLE,CA
95365,STANDARD,PLANADA,CA
96076,STANDARD,PLATINA,CA
95668,STANDARD,PLEASANT GROVE,CA
95669,STANDARD,PLYMOUTH,CA
95726,STANDARD,POLLOCK PINES,CA
93651,STANDARD,PRATHER,CA
95970,STANDARD,PRINCETON,CA
96078,PO BOX,PROBERTA,CA
95971,STANDARD,QUINCY,CA
95972,STANDARD,RACKERBY,CA
95248,PO BOX,RAIL ROAD FLAT,CA
93652,STANDARD,RAISIN CITY,CA
95655,STANDARD,MATHER,CA
95670,STANDARD,RANCHO CORDOVA,CA
95741,PO BOX,RANCHO CORDOVA,CA
95742,STANDARD,RANCHO CORDOVA,CA
93653,STANDARD,RAYMOND,CA
96075,STANDARD,PAYNES CREEK,CA
96080,STANDARD,RED BLUFF,CA
96001,STANDARD,REDDING,CA
96002,STANDARD,REDDING,CA
96003,STANDARD,REDDING,CA
96049,PO BOX,REDDING,CA
96099,PO BOX,REDDING,CA
93654,STANDARD,REEDLEY,CA
95672,STANDARD,RESCUE,CA
95974,PO BOX,RICHVALE,CA
95673,STANDARD,RIO LINDA,CA
95674,STANDARD,RIO OSO,CA
95366,STANDARD,RIPON,CA
95367,STANDARD,RIVERBANK,CA
93607,PO BOX,BURREL,CA
93656,STANDARD,RIVERDALE,CA
95676,PO BOX,ROBBINS,CA
95677,STANDARD,ROCKLIN,CA
95765,STANDARD,ROCKLIN,CA
95661,STANDARD,ROSEVILLE,CA
95678,STANDARD,ROSEVILLE,CA
95746,STANDARD,GRANITE BAY,CA
95747,STANDARD,ROSEVILLE,CA
95946,STANDARD,PENN VALLEY,CA
95975,STANDARD,ROUGH AND READY,CA
